"","department","education","gender","recruitment_channel","no_of_trainings","age","previous_year_rating","length_of_service","awards_won.","avg_training_score","is_promoted"
"45652","Operations","Bachelor's","m","sourcing",1,34,1,5,"No",57,"Non-Promotion"
"45653","Operations","Master's & above","m","other",1,42,4,9,"No",60,"Non-Promotion"
"45655","Operations","Bachelor's","m","other",2,37,3,4,"No",63,"Non-Promotion"
"45664","Technology","Master's & above","f","referred",1,37,3,4,"No",80,"Non-Promotion"
"45667","R&D","Bachelor's","m","sourcing",1,28,3,2,"No",84,"Non-Promotion"
"45668","Technology","Bachelor's","m","sourcing",1,29,3,5,"No",81,"Non-Promotion"
"45669","Procurement","Bachelor's","m","other",2,28,1,2,"No",70,"Non-Promotion"
"45670","Operations","Bachelor's","f","sourcing",1,40,3,10,"No",60,"Non-Promotion"
"45674","Sales & Marketing","Master's & above","m","sourcing",2,52,3,24,"No",51,"Non-Promotion"
"45675","Sales & Marketing","Master's & above","f","other",2,50,1,17,"No",48,"Non-Promotion"
"45679","Sales & Marketing","Bachelor's","f","other",1,28,1,4,"No",50,"Non-Promotion"
"45680","HR","Bachelor's","f","other",1,50,1,10,"No",52,"Non-Promotion"
"45682","Sales & Marketing","Bachelor's","m","other",1,36,3,3,"No",50,"Non-Promotion"
"45683","Sales & Marketing","Master's & above","f","other",2,33,4,6,"No",47,"Non-Promotion"
"45684","Operations","Master's & above","f","other",1,44,5,5,"No",97,"Promotion"
"45687","Sales & Marketing","Bachelor's","m","other",1,28,3,6,"No",47,"Non-Promotion"
"45688","Finance","Bachelor's","m","other",1,32,4,7,"No",61,"Non-Promotion"
"45689","Sales & Marketing","Bachelor's","m","sourcing",1,30,3,5,"No",49,"Non-Promotion"
"45692","HR","Master's & above","f","other",1,34,3,5,"No",54,"Non-Promotion"
"45693","Analytics","Bachelor's","m","sourcing",2,47,3,7,"No",84,"Non-Promotion"
"45694","Operations","Bachelor's","m","other",1,52,3,6,"No",61,"Non-Promotion"
"45695","Operations","Bachelor's","m","other",2,33,3,9,"No",62,"Promotion"
"45696","Operations","Master's & above","f","other",1,35,2,4,"No",59,"Non-Promotion"
"45697","Sales & Marketing","Bachelor's","m","other",1,32,1,2,"No",48,"Non-Promotion"
"45698","Analytics","Bachelor's","m","sourcing",1,45,3,6,"No",84,"Non-Promotion"
"45699","Procurement","Master's & above","f","other",1,54,4,15,"No",66,"Non-Promotion"
"45705","Analytics","Bachelor's","m","other",1,36,2,9,"No",87,"Non-Promotion"
"45710","Sales & Marketing","Bachelor's","m","other",4,27,1,2,"No",48,"Non-Promotion"
"45713","Technology","Bachelor's","m","other",3,34,1,5,"No",79,"Non-Promotion"
"45714","Technology","Bachelor's","f","other",1,33,5,2,"No",90,"Promotion"
"45716","Analytics","Bachelor's","m","sourcing",1,29,3,5,"No",80,"Non-Promotion"
"45720","Sales & Marketing","Master's & above","m","sourcing",2,43,1,6,"No",53,"Non-Promotion"
"45722","Procurement","Master's & above","f","sourcing",1,34,3,5,"No",94,"Promotion"
"45726","Procurement","Bachelor's","m","other",1,30,5,4,"No",70,"Non-Promotion"
"45727","Technology","Master's & above","m","sourcing",1,41,2,6,"No",84,"Non-Promotion"
"45731","Sales & Marketing","Master's & above","f","sourcing",2,47,3,17,"No",48,"Non-Promotion"
"45733","Sales & Marketing","Bachelor's","m","sourcing",2,35,3,6,"No",45,"Non-Promotion"
"45734","Sales & Marketing","Bachelor's","m","sourcing",1,29,3,2,"No",63,"Promotion"
"45740","Procurement","Master's & above","m","other",1,35,3,7,"No",71,"Non-Promotion"
"45741","Sales & Marketing","Master's & above","f","sourcing",1,34,1,2,"No",65,"Promotion"
"45746","Sales & Marketing","Master's & above","m","other",1,50,1,20,"No",46,"Non-Promotion"
"45747","Sales & Marketing","Master's & above","m","sourcing",1,40,4,10,"No",53,"Non-Promotion"
"45748","Operations","Bachelor's","f","other",1,42,3,6,"No",57,"Non-Promotion"
"45752","Sales & Marketing","Bachelor's","m","sourcing",1,39,2,3,"No",69,"Promotion"
"45755","Procurement","Bachelor's","m","sourcing",1,27,4,3,"No",71,"Non-Promotion"
"45757","Sales & Marketing","Master's & above","m","sourcing",1,46,3,2,"Yes",45,"Non-Promotion"
"45758","Analytics","Bachelor's","m","other",1,29,5,6,"No",87,"Non-Promotion"
"45759","Analytics","Bachelor's","m","other",1,42,5,10,"No",81,"Non-Promotion"
"45764","Operations","Bachelor's","f","other",1,32,5,6,"No",65,"Non-Promotion"
"45765","Procurement","Master's & above","m","other",1,35,4,7,"No",67,"Non-Promotion"
"45766","Analytics","Bachelor's","m","sourcing",1,54,5,15,"No",80,"Non-Promotion"
"45771","Sales & Marketing","Bachelor's","m","sourcing",1,35,5,3,"Yes",53,"Non-Promotion"
"45772","Sales & Marketing","Bachelor's","m","sourcing",1,37,5,4,"No",48,"Non-Promotion"
"45773","Sales & Marketing","Bachelor's","f","other",1,47,2,5,"No",52,"Non-Promotion"
"45775","Sales & Marketing","Bachelor's","m","other",1,46,5,5,"No",54,"Non-Promotion"
"45776","Analytics","Master's & above","m","other",1,45,1,13,"No",82,"Non-Promotion"
"45778","Sales & Marketing","Bachelor's","m","other",1,41,4,3,"No",48,"Non-Promotion"
"45780","HR","Master's & above","f","other",1,30,3,3,"No",52,"Non-Promotion"
"45784","Sales & Marketing","Bachelor's","m","other",1,35,1,6,"No",52,"Non-Promotion"
"45785","Technology","Bachelor's","f","other",2,30,4,3,"No",77,"Non-Promotion"
"45786","Sales & Marketing","Bachelor's","m","other",1,33,5,7,"No",47,"Promotion"
"45787","Technology","Bachelor's","m","sourcing",2,34,1,7,"No",81,"Non-Promotion"
"45788","Operations","Bachelor's","f","other",1,45,1,15,"No",59,"Non-Promotion"
"45789","Technology","Master's & above","m","other",1,41,4,4,"No",77,"Non-Promotion"
"45790","Operations","Bachelor's","f","other",2,30,3,3,"No",59,"Non-Promotion"
"45792","Sales & Marketing","Master's & above","m","sourcing",1,33,5,8,"No",50,"Non-Promotion"
"45794","Procurement","Bachelor's","f","other",1,53,5,3,"No",72,"Non-Promotion"
"45797","Sales & Marketing","Bachelor's","f","sourcing",2,28,4,4,"No",47,"Promotion"
"45799","Operations","Bachelor's","f","sourcing",1,28,1,4,"No",60,"Non-Promotion"
"45801","Operations","Master's & above","f","other",1,41,4,13,"No",58,"Non-Promotion"
"45804","Operations","Bachelor's","m","sourcing",1,54,5,4,"No",59,"Non-Promotion"
"45807","Operations","Bachelor's","m","sourcing",1,43,3,11,"No",62,"Non-Promotion"
"45811","Operations","Bachelor's","f","other",1,29,1,6,"No",57,"Non-Promotion"
"45813","Procurement","Bachelor's","m","other",1,37,3,11,"No",66,"Non-Promotion"
"45815","Sales & Marketing","Master's & above","m","sourcing",2,33,1,5,"No",49,"Non-Promotion"
"45816","Finance","Bachelor's","m","sourcing",4,24,3,2,"No",64,"Promotion"
"45818","Operations","Bachelor's","m","other",1,41,5,4,"No",64,"Non-Promotion"
"45819","Operations","Bachelor's","m","sourcing",1,40,5,3,"No",60,"Non-Promotion"
"45820","Sales & Marketing","Bachelor's","f","sourcing",1,31,1,4,"No",51,"Non-Promotion"
"45823","Finance","Bachelor's","f","other",2,31,4,6,"No",60,"Non-Promotion"
"45824","Procurement","Bachelor's","m","other",2,26,5,5,"No",71,"Non-Promotion"
"45827","Sales & Marketing","Bachelor's","f","other",1,41,3,5,"No",49,"Non-Promotion"
"45830","Operations","Bachelor's","m","sourcing",1,31,5,3,"No",66,"Non-Promotion"
"45832","Operations","Bachelor's","m","other",1,30,3,5,"No",56,"Non-Promotion"
"45834","Operations","Bachelor's","f","sourcing",2,25,5,2,"No",61,"Non-Promotion"
"45836","Operations","Master's & above","f","sourcing",1,47,3,18,"No",60,"Non-Promotion"
"45839","Operations","Bachelor's","f","sourcing",1,33,1,3,"No",57,"Non-Promotion"
"45840","Procurement","Bachelor's","f","other",1,34,3,5,"No",62,"Non-Promotion"
"45844","Sales & Marketing","Bachelor's","m","other",1,33,4,3,"No",55,"Non-Promotion"
"45849","Technology","Master's & above","m","other",1,35,3,4,"No",78,"Non-Promotion"
"45850","Operations","Bachelor's","m","sourcing",2,36,4,4,"No",62,"Non-Promotion"
"45851","Procurement","Master's & above","m","other",2,47,3,3,"No",71,"Non-Promotion"
"45853","R&D","Bachelor's","m","sourcing",1,31,5,2,"No",84,"Non-Promotion"
"45855","Sales & Marketing","Bachelor's","m","sourcing",1,31,4,8,"No",48,"Non-Promotion"
"45860","Analytics","Bachelor's","m","other",1,40,3,12,"No",84,"Non-Promotion"
"45863","Procurement","Master's & above","f","sourcing",2,38,4,10,"No",74,"Non-Promotion"
"45866","Operations","Master's & above","m","other",1,55,5,13,"No",62,"Promotion"
"45870","Sales & Marketing","Bachelor's","f","other",1,26,4,2,"No",56,"Non-Promotion"
"45872","Finance","Bachelor's","m","other",1,33,3,9,"No",59,"Non-Promotion"
"45873","Finance","Below Secondary","m","sourcing",2,23,5,2,"No",58,"Non-Promotion"
"45875","Finance","Master's & above","f","other",1,34,3,10,"No",60,"Non-Promotion"
"45877","Sales & Marketing","Master's & above","m","other",1,35,5,6,"No",47,"Promotion"
"45879","Procurement","Master's & above","f","sourcing",1,48,1,19,"No",72,"Non-Promotion"
"45880","Sales & Marketing","Bachelor's","m","sourcing",1,32,2,4,"No",53,"Non-Promotion"
"45894","R&D","Bachelor's","m","sourcing",1,29,1,7,"No",85,"Non-Promotion"
"45895","Technology","Master's & above","m","sourcing",1,32,5,7,"No",92,"Promotion"
"45898","Technology","Master's & above","m","other",1,46,4,9,"No",81,"Non-Promotion"
"45899","Operations","Bachelor's","m","other",1,29,3,2,"No",58,"Non-Promotion"
"45903","Sales & Marketing","Bachelor's","m","other",1,49,5,5,"No",44,"Non-Promotion"
"45906","Sales & Marketing","Bachelor's","m","other",1,39,3,8,"No",61,"Promotion"
"45908","Procurement","Bachelor's","m","other",1,39,1,10,"No",70,"Promotion"
"45912","Analytics","Bachelor's","m","sourcing",1,29,3,2,"No",81,"Non-Promotion"
"45914","HR","Bachelor's","m","other",1,31,3,5,"No",49,"Non-Promotion"
"45915","Technology","Bachelor's","m","sourcing",2,32,2,5,"No",92,"Promotion"
"45916","Procurement","Master's & above","m","sourcing",1,56,1,29,"No",64,"Non-Promotion"
"45917","Sales & Marketing","Master's & above","m","other",1,39,5,3,"No",52,"Non-Promotion"
"45919","Sales & Marketing","Bachelor's","m","sourcing",1,26,1,2,"No",52,"Non-Promotion"
"45920","Operations","Bachelor's","f","sourcing",1,32,4,2,"No",61,"Promotion"
"45925","Technology","Bachelor's","f","other",1,27,5,3,"No",75,"Promotion"
"45926","Sales & Marketing","Bachelor's","m","other",4,31,3,2,"No",48,"Non-Promotion"
"45927","Operations","Bachelor's","m","sourcing",1,29,3,3,"No",62,"Non-Promotion"
"45928","Procurement","Bachelor's","m","sourcing",1,27,4,3,"No",69,"Non-Promotion"
"45931","Sales & Marketing","Bachelor's","m","other",1,27,2,4,"No",49,"Non-Promotion"
"45933","Analytics","Master's & above","m","other",1,34,5,7,"No",82,"Promotion"
"45936","Sales & Marketing","Bachelor's","m","other",1,42,3,11,"No",53,"Non-Promotion"
"45938","Sales & Marketing","Bachelor's","m","sourcing",1,30,3,2,"No",56,"Non-Promotion"
"45941","Technology","Master's & above","f","sourcing",1,46,4,15,"No",77,"Non-Promotion"
"45942","Procurement","Bachelor's","m","other",3,25,5,2,"No",71,"Non-Promotion"
"45944","Technology","Bachelor's","m","other",1,32,5,6,"No",85,"Promotion"
"45946","Operations","Bachelor's","m","other",2,31,5,3,"No",55,"Non-Promotion"
"45948","Sales & Marketing","Master's & above","m","other",1,43,5,14,"No",49,"Non-Promotion"
"45950","HR","Bachelor's","m","other",1,34,2,6,"No",51,"Non-Promotion"
"45951","Technology","Bachelor's","m","sourcing",2,28,3,4,"No",78,"Non-Promotion"
"45957","Sales & Marketing","Bachelor's","m","sourcing",1,27,2,1,"No",46,"Non-Promotion"
"45960","Technology","Bachelor's","f","other",1,26,3,3,"No",78,"Non-Promotion"
"45962","Sales & Marketing","Bachelor's","m","other",2,32,2,7,"No",47,"Non-Promotion"
"45964","Sales & Marketing","Bachelor's","m","sourcing",1,35,4,10,"No",47,"Non-Promotion"
"45966","Procurement","Bachelor's","m","sourcing",5,25,5,2,"No",68,"Non-Promotion"
"45971","Sales & Marketing","Master's & above","m","other",1,35,1,10,"No",49,"Non-Promotion"
"45972","Sales & Marketing","Master's & above","m","other",1,37,3,6,"No",50,"Promotion"
"45974","Sales & Marketing","Bachelor's","m","other",1,37,3,10,"No",54,"Non-Promotion"
"45978","Finance","Bachelor's","f","other",1,25,3,2,"No",60,"Non-Promotion"
"45982","Sales & Marketing","Bachelor's","m","sourcing",1,46,1,3,"No",51,"Non-Promotion"
"45984","Technology","Bachelor's","m","other",1,34,1,7,"No",75,"Non-Promotion"
"45985","Operations","Master's & above","f","other",1,33,4,8,"No",60,"Non-Promotion"
"45988","Sales & Marketing","Bachelor's","m","sourcing",1,38,5,8,"No",55,"Non-Promotion"
"45991","Procurement","Master's & above","f","other",1,35,3,6,"No",72,"Non-Promotion"
"45993","R&D","Master's & above","m","sourcing",3,43,5,5,"No",84,"Non-Promotion"
"45994","Procurement","Master's & above","m","other",1,30,4,5,"No",69,"Non-Promotion"
"45995","Sales & Marketing","Bachelor's","m","sourcing",5,28,1,2,"No",44,"Non-Promotion"
"45997","Sales & Marketing","Bachelor's","m","sourcing",1,58,3,29,"No",48,"Non-Promotion"
"46000","Sales & Marketing","Bachelor's","m","sourcing",1,29,2,3,"No",54,"Promotion"
"46003","Operations","Bachelor's","m","other",1,34,4,3,"No",62,"Non-Promotion"
"46006","Technology","Below Secondary","m","sourcing",2,23,5,2,"No",80,"Non-Promotion"
"46008","Sales & Marketing","Bachelor's","m","other",1,43,5,3,"No",48,"Non-Promotion"
"46009","Technology","Bachelor's","m","other",1,27,3,4,"No",81,"Non-Promotion"
"46011","Finance","Master's & above","m","sourcing",1,35,5,7,"No",57,"Non-Promotion"
"46013","Sales & Marketing","Master's & above","m","other",1,47,3,12,"No",52,"Non-Promotion"
"46017","Technology","Bachelor's","m","sourcing",1,29,4,5,"No",79,"Non-Promotion"
"46021","Operations","Bachelor's","m","other",1,41,3,6,"No",64,"Non-Promotion"
"46030","Procurement","Bachelor's","m","sourcing",1,30,3,3,"No",70,"Non-Promotion"
"46031","Procurement","Bachelor's","f","other",1,37,5,8,"No",67,"Non-Promotion"
"46032","Finance","Bachelor's","m","other",1,33,5,6,"No",59,"Promotion"
"46033","Operations","Master's & above","m","sourcing",1,35,5,10,"No",60,"Non-Promotion"
"46034","Analytics","Master's & above","m","other",1,36,3,2,"No",83,"Non-Promotion"
"46036","Finance","Master's & above","f","other",1,35,4,9,"No",54,"Non-Promotion"
"46037","Operations","Bachelor's","f","other",1,24,4,2,"No",65,"Non-Promotion"
"46039","Sales & Marketing","Bachelor's","m","sourcing",3,30,3,6,"No",51,"Non-Promotion"
"46041","Analytics","Master's & above","m","sourcing",1,31,2,6,"No",82,"Non-Promotion"
"46043","Procurement","Master's & above","f","other",1,38,3,4,"No",69,"Non-Promotion"
"46045","Technology","Master's & above","f","sourcing",1,32,4,10,"No",82,"Non-Promotion"
"46046","Legal","Bachelor's","m","other",3,59,4,17,"No",61,"Non-Promotion"
"46050","Operations","Bachelor's","f","other",1,40,4,2,"No",60,"Non-Promotion"
"46052","Technology","Bachelor's","m","other",1,23,1,2,"No",76,"Non-Promotion"
"46057","Analytics","Bachelor's","f","sourcing",2,30,3,4,"No",90,"Non-Promotion"
"46062","Operations","Bachelor's","m","other",3,34,3,5,"No",59,"Promotion"
"46063","Finance","Master's & above","m","sourcing",1,45,5,19,"No",63,"Non-Promotion"
"46064","Procurement","Master's & above","m","sourcing",1,35,3,7,"No",70,"Non-Promotion"
"46066","Technology","Master's & above","m","other",1,39,5,13,"No",80,"Non-Promotion"
"46067","Operations","Bachelor's","f","sourcing",1,32,5,3,"No",60,"Promotion"
"46068","Analytics","Bachelor's","m","other",1,39,1,8,"No",85,"Non-Promotion"
"46069","Technology","Below Secondary","f","other",1,23,3,2,"No",85,"Non-Promotion"
"46070","Sales & Marketing","Bachelor's","m","other",1,32,1,4,"No",51,"Non-Promotion"
"46072","Sales & Marketing","Bachelor's","m","other",1,41,4,2,"No",53,"Non-Promotion"
"46076","HR","Master's & above","f","sourcing",1,48,3,17,"No",45,"Non-Promotion"
"46081","Sales & Marketing","Bachelor's","m","sourcing",1,35,3,2,"No",49,"Non-Promotion"
"46085","Technology","Master's & above","m","other",1,54,3,8,"No",77,"Non-Promotion"
"46098","Operations","Bachelor's","f","other",1,54,5,16,"No",63,"Non-Promotion"
"46099","Analytics","Bachelor's","f","other",1,34,2,5,"No",83,"Non-Promotion"
"46105","Procurement","Master's & above","m","other",2,57,3,23,"No",72,"Non-Promotion"
"46107","Operations","Bachelor's","f","other",1,38,2,5,"No",59,"Non-Promotion"
"46109","Sales & Marketing","Bachelor's","m","other",1,50,3,7,"No",47,"Non-Promotion"
"46111","Operations","Bachelor's","f","other",1,51,4,16,"No",55,"Non-Promotion"
"46112","Procurement","Master's & above","f","other",1,33,5,7,"No",68,"Non-Promotion"
"46116","Analytics","Bachelor's","m","other",1,30,3,11,"No",87,"Non-Promotion"
"46117","Analytics","Bachelor's","m","sourcing",1,30,3,5,"No",79,"Non-Promotion"
"46125","Sales & Marketing","Master's & above","m","sourcing",1,34,5,2,"No",51,"Non-Promotion"
"46127","HR","Master's & above","m","other",1,37,3,8,"No",46,"Non-Promotion"
"46128","Technology","Master's & above","m","sourcing",1,35,3,7,"No",82,"Non-Promotion"
"46130","Sales & Marketing","Bachelor's","m","sourcing",1,37,4,10,"No",52,"Non-Promotion"
"46131","Operations","Master's & above","m","other",1,37,5,9,"No",61,"Non-Promotion"
"46134","Operations","Bachelor's","m","other",1,26,4,1,"No",59,"Non-Promotion"
"46135","HR","Master's & above","f","other",1,44,5,5,"No",50,"Non-Promotion"
"46136","Operations","Bachelor's","m","other",2,37,3,9,"No",61,"Non-Promotion"
"46137","Sales & Marketing","Bachelor's","m","other",1,32,3,6,"No",52,"Non-Promotion"
"46140","Technology","Bachelor's","m","other",1,43,3,11,"No",86,"Non-Promotion"
"46147","Sales & Marketing","Bachelor's","m","sourcing",2,29,4,3,"No",54,"Non-Promotion"
"46149","Sales & Marketing","Bachelor's","m","sourcing",1,42,3,3,"No",48,"Non-Promotion"
"46153","Sales & Marketing","Master's & above","m","other",1,30,3,7,"No",48,"Non-Promotion"
"46154","Operations","Bachelor's","f","sourcing",1,32,5,5,"No",58,"Non-Promotion"
"46155","Procurement","Bachelor's","m","other",1,29,5,3,"No",86,"Promotion"
"46156","Operations","Bachelor's","m","sourcing",1,26,4,1,"No",60,"Non-Promotion"
"46158","Analytics","Bachelor's","f","sourcing",1,31,5,4,"No",83,"Promotion"
"46159","Operations","Master's & above","m","sourcing",1,43,5,14,"No",63,"Non-Promotion"
"46164","Procurement","Bachelor's","m","sourcing",4,28,1,5,"No",65,"Non-Promotion"
"46166","Analytics","Bachelor's","m","other",1,33,4,6,"No",82,"Non-Promotion"
"46168","Technology","Bachelor's","m","other",1,50,3,7,"No",83,"Non-Promotion"
"46169","Sales & Marketing","Master's & above","m","other",1,42,5,16,"Yes",98,"Promotion"
"46178","Analytics","Bachelor's","m","other",1,27,4,5,"No",83,"Non-Promotion"
"46180","Operations","Master's & above","f","other",1,57,4,4,"No",58,"Non-Promotion"
"46182","Analytics","Bachelor's","m","sourcing",1,46,3,16,"No",86,"Non-Promotion"
"46188","Analytics","Bachelor's","m","other",2,32,4,4,"No",86,"Non-Promotion"
"46189","Technology","Bachelor's","m","sourcing",1,28,1,5,"No",79,"Non-Promotion"
"46190","Technology","Master's & above","m","sourcing",1,41,1,3,"No",77,"Non-Promotion"
"46191","Operations","Bachelor's","m","other",1,29,1,5,"No",60,"Non-Promotion"
